source_rank,city,state,country,numbeo_quality_of_life_index,purchasing_power_index,safety_index,healthcare_index,cost_of_living_index,property_price_to_income_ratio,traffic_commute_index,pollution_index,climate_index,is_required_city,source_period,source_url,source_note
1,The Hague (Den Haag),,Netherlands,234.5,168.5,78.9,82.6,74.1,6.1,20.5,17.9,90.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
2,Eindhoven,,Netherlands,219.6,154.9,77.6,75.4,70.4,7.2,23.5,20.7,85.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
3,Rotterdam,,Netherlands,218.9,155.3,70.4,79.8,73.5,5.8,21.3,23.8,87.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
4,Stuttgart,,Germany,216.9,191.8,66.0,76.6,69.5,6.5,25.2,36.8,81.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
5,Utrecht,,Netherlands,214.4,159.7,73.5,79.2,76.1,7.4,24.7,29.4,87.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
6,Luxembourg,,Luxembourg,214.0,167.8,71.5,72.4,79.1,10.1,25.9,21.6,82.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
7,Stavanger,,Norway,213.8,162.0,75.1,71.8,89.6,5.6,32.3,19.8,80.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
8,Gothenburg,,Sweden,213.5,177.5,54.2,69.9,66.5,6.6,24.3,19.5,77.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
9,Bergen,,Norway,212.6,152.6,75.9,75.2,93.3,6.6,26.2,20.6,78.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
10,Copenhagen,,Denmark,211.8,156.9,74.1,76.5,83.7,9.7,26.9,22.5,83.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
11,Gent,,Belgium,210.5,152.9,75.0,80.2,71.4,6.2,25.2,35.8,88.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
12,Nuremberg,,Germany,210.3,176.1,66.3,64.0,68.6,7.1,25.3,27.2,77.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
13,Amsterdam,,Netherlands,210.0,156.6,69.9,75.5,81.1,9.2,23.4,27.0,87.5,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
14,Groningen,,Netherlands,209.8,132.0,76.3,73.0,69.4,7.7,20.4,20.1,83.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
15,Frankfurt,,Germany,208.8,175.9,54.5,76.2,71.2,7.2,23.5,32.3,84.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
16,Munich,,Germany,208.4,159.9,78.3,76.9,77.1,12.2,28.7,24.7,76.0,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
17,Bern,,Switzerland,208.3,196.5,73.5,66.9,107.5,9.4,38.8,29.5,76.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
18,Zurich,,Switzerland,207.5,184.1,76.6,70.0,122.5,12.1,37.0,25.2,81.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
19,Geneva,,Switzerland,207.3,182.8,70.5,69.9,115.0,12.7,32.6,24.2,82.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
20,Trondheim,,Norway,206.8,147.5,78.5,75.8,90.4,6.4,31.0,19.7,66.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
21,Basel,,Switzerland,206.6,202.6,68.0,69.3,114.5,10.7,37.7,34.1,82.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
22,Lausanne,,Switzerland,205.7,188.4,71.0,70.3,110.9,12.1,33.3,26.8,73.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
23,Dusseldorf,,Germany,204.0,158.9,65.9,72.6,71.5,9.6,26.9,30.3,86.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
24,Gold Coast,,Australia,203.0,150.5,52.6,76.4,73.6,7.2,30.1,25.5,97.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
25,Canberra,,Australia,202.9,158.8,72.0,69.5,75.3,9.3,37.0,25.1,82.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
26,Hobart,,Australia,202.5,163.5,65.7,64.2,73.1,6.5,37.7,28.5,90.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
27,Liverpool,,United Kingdom,202.3,149.0,52.6,79.1,66.2,4.8,27.8,30.4,90.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
28,Vienna,,Austria,200.9,131.0,70.5,79.7,75.1,16.3,23.0,15.8,81.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
29,Adelaide,,Australia,200.6,148.8,67.0,72.4,73.4,9.9,38.2,25.1,95.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
30,Helsinki,,Finland,200.5,124.4,74.8,80.1,73.6,11.6,24.6,12.5,62.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
31,Edinburgh,,United Kingdom,200.1,135.3,69.5,75.9,72.1,8.0,26.6,28.0,84.0,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
32,Perth,,Australia,199.2,158.1,57.8,72.0,73.1,7.0,40.9,28.2,95.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
33,Hamburg,,Germany,198.3,154.6,59.2,74.3,71.3,9.8,30.5,27.3,82.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
34,Cork,,Ireland,198.3,151.9,62.9,55.9,72.1,4.7,34.1,25.8,89.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
35,Reykjavik,,Iceland,198.2,121.3,75.4,69.6,100.2,8.1,20.5,15.6,68.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
36,Ottawa,,Canada,197.9,165.6,68.8,68.2,61.4,5.9,33.1,24.3,44.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
37,Brisbane,,Australia,197.8,160.5,61.8,71.2,69.3,8.2,42.7,32.9,98.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
38,Glasgow,,United Kingdom,197.6,146.7,55.1,78.4,67.9,5.0,28.3,33.4,84.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
39,Christchurch,,New Zealand,197.2,133.5,55.3,70.2,59.4,6.9,23.4,25.5,88.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
40,Newcastle upon Tyne,,United Kingdom,196.7,157.3,60.7,77.2,66.8,8.2,33.1,36.9,85.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
41,Tucson,AZ,United States,196.6,178.5,45.8,61.3,62.3,3.7,33.1,29.9,72.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
42,Graz,,Austria,196.1,145.0,72.5,77.1,69.6,7.3,28.6,37.6,73.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
43,Villach,,Austria,196.0,131.5,71.4,69.3,65.0,7.5,16.0,34.9,75.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
44,Wellington,,New Zealand,195.3,136.5,66.5,64.1,66.0,8.3,38.7,24.8,97.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
45,Plzen,,Czech Republic,195.0,123.4,69.8,76.1,50.4,10.9,21.6,30.0,81.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
46,Orlando,FL,United States,194.9,168.5,50.5,61.6,69.8,3.1,36.8,34.5,87.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
47,Melbourne,,Australia,194.8,155.3,55.7,72.1,76.5,8.0,42.0,28.1,94.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
48,Jacksonville,FL,United States,194.7,170.2,43.6,69.0,64.3,2.7,34.9,38.2,87.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
49,Pittsburgh,PA,United States,193.9,177.0,60.6,71.0,67.6,2.8,37.7,46.9,72.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
50,Madison,WI,United States,193.7,170.8,63.4,67.9,68.5,3.8,34.9,33.8,51.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
51,Spokane,WA,United States,193.7,165.0,43.4,66.0,70.5,3.3,29.1,26.8,67.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
52,Boise,ID,United States,193.4,177.2,61.6,64.5,67.6,6.0,37.5,36.5,65.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
53,Oklahoma City,OK,United States,192.9,156.0,49.3,63.7,68.4,2.8,32.1,29.7,77.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
54,Tampa,FL,United States,192.9,156.4,55.2,66.2,68.3,4.1,36.5,34.2,84.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
55,Richmond,VA,United States,192.5,170.3,49.3,65.9,68.8,3.2,40.1,35.3,81.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
56,Cincinnati,OH,United States,192.5,170.9,50.5,68.6,62.9,3.4,33.0,40.2,73.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
57,Raleigh,NC,United States,192.4,173.2,51.0,65.2,65.7,3.5,39.8,39.7,83.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
58,Austin,TX,United States,192.3,180.0,56.0,64.8,69.4,5.3,40.5,42.8,82.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
59,Tallinn,,Estonia,192.3,107.0,78.4,73.9,63.7,10.1,24.4,18.2,64.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
60,Tulsa,OK,United States,191.9,154.9,48.0,68.7,63.7,2.6,35.1,32.2,79.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
61,Charlotte,NC,United States,191.6,159.2,51.0,67.9,69.7,3.9,35.8,35.9,84.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
62,Omaha,NE,United States,191.6,162.2,53.5,69.3,65.7,2.4,27.4,37.6,59.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
63,Columbus,OH,United States,191.3,153.9,50.7,68.6,70.2,3.3,31.2,31.4,71.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
64,Nanaimo,BC,Canada,191.3,139.6,47.1,61.4,61.2,5.9,26.0,27.6,92.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
65,Sacramento,CA,United States,190.8,163.2,50.6,67.4,76.8,4.4,27.1,46.9,90.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
66,Kansas City,MO,United States,190.4,162.9,41.4,68.6,66.5,2.9,32.6,33.3,75.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
67,Reno,NV,United States,189.9,158.1,54.3,62.6,75.1,3.9,29.1,30.4,62.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
68,Edmonton,,Canada,189.9,161.2,53.2,76.7,63.2,3.3,27.9,28.6,32.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
69,Cambridge,,United Kingdom,189.9,152.6,59.5,71.6,74.1,8.8,39.5,36.2,91.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
70,Colorado Springs,CO,United States,189.9,157.8,58.4,61.9,72.4,2.9,26.0,31.8,51.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
71,Sydney,,Australia,189.7,136.1,66.1,74.6,77.8,11.3,43.5,28.7,97.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
72,Seattle,WA,United States,189.6,178.3,44.7,66.8,88.8,5.1,42.9,38.8,91.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
73,Victoria,,Canada,189.4,121.7,60.1,65.6,66.7,8.6,31.8,22.7,92.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
74,Valencia,,Spain,189.4,102.9,62.8,77.0,51.2,11.5,19.7,28.2,93.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
75,Belfast,,United Kingdom,189.2,133.8,51.5,70.8,68.4,5.4,37.3,26.6,90.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
76,Fort Worth,TX,United States,188.8,168.8,56.7,63.6,70.1,3.4,27.3,53.4,81.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
77,Buffalo,NY,United States,188.3,141.3,51.4,70.3,72.3,3.3,26.8,30.3,66.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
78,Oslo,,Norway,188.2,132.9,65.7,77.4,96.5,10.7,27.8,21.7,60.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
79,Indianapolis,IN,United States,188.0,172.4,40.2,71.9,67.6,2.7,29.4,43.5,69.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
80,Boston,MA,United States,187.9,167.2,59.7,69.0,86.4,7.6,45.0,32.5,71.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
81,Vilnius,,Lithuania,187.2,114.3,69.3,76.8,51.9,12.3,25.9,23.4,66.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
82,San Antonio,TX,United States,187.2,169.0,50.2,66.8,63.9,3.8,36.7,45.6,80.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
83,San Diego,CA,United States,187.2,141.8,60.1,67.1,80.2,7.1,34.9,39.3,97.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
84,Muscat,,Oman,187.1,112.0,81.4,63.3,46.0,6.3,22.5,35.9,67.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
85,Vancouver,,Canada,186.8,130.5,57.2,71.6,67.5,11.3,35.9,25.5,91.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
86,Quebec City,,Canada,186.6,146.6,77.6,69.0,58.7,7.6,33.4,36.4,48.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
87,Saint Louis,MO,United States,186.6,168.1,29.9,69.9,73.3,2.0,28.4,37.5,74.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
88,Washington,DC,United States,186.4,181.5,40.3,71.0,89.1,4.4,41.2,42.1,81.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
89,Rijeka,,Croatia,185.6,92.2,76.9,67.2,52.2,13.3,17.0,31.9,94.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
90,Atlanta,GA,United States,184.8,179.8,35.9,65.9,76.2,3.0,41.3,45.1,89.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
91,Albuquerque,NM,United States,184.7,180.0,29.1,63.4,62.1,2.9,25.9,41.1,67.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
92,Toulouse,,France,184.7,133.4,50.1,79.4,69.7,8.4,32.2,36.9,91.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
93,Leeds,,United Kingdom,184.7,137.3,54.5,79.1,66.2,5.7,29.8,45.1,84.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
94,Portland,OR,United States,184.5,154.7,42.0,65.4,79.7,3.9,37.4,35.7,89.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
95,Cologne,,Germany,184.2,147.4,55.0,72.3,70.8,9.2,36.7,37.1,84.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
96,Minneapolis,MN,United States,183.9,161.6,43.9,71.7,72.6,3.2,36.5,28.7,49.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
97,Auckland,,New Zealand,183.8,136.0,49.4,69.1,66.0,10.5,37.5,30.6,99.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
98,Anchorage,AK,United States,183.8,155.5,37.1,61.5,84.1,3.7,25.6,15.7,41.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
99,Kaunas,,Lithuania,183.6,107.2,63.2,74.9,51.7,8.8,26.0,25.3,68.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
100,Calgary,,Canada,183.5,137.0,62.1,73.1,63.0,5.9,29.4,23.6,33.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
