source_rank,city,state,country,numbeo_quality_of_life_index,purchasing_power_index,safety_index,healthcare_index,cost_of_living_index,property_price_to_income_ratio,traffic_commute_index,pollution_index,climate_index,is_required_city,source_period,source_url,source_note
221,Lviv,,Ukraine,138.0,59.6,62.9,61.7,30.5,13.5,31.9,48.9,69.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
222,Chennai,,India,137.9,114.6,59.8,69.8,19.1,9.0,46.6,74.0,53.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
223,Kuwait City,,Kuwait,137.9,125.6,71.2,58.3,45.2,9.2,33.7,71.1,20.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
224,Bucharest,,Romania,136.9,98.4,71.6,55.3,44.9,10.7,41.0,74.8,75.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
225,Campinas,,Brazil,136.5,55.7,35.2,61.7,36.2,13.0,27.3,46.1,98.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
226,Coimbatore,,India,135.9,76.6,62.0,68.8,16.5,12.0,46.4,63.7,78.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
227,New York,NY,United States,135.4,105.5,49.1,62.9,100.0,12.7,43.3,58.1,79.7,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
228,Thessaloniki,,Greece,134.4,68.9,48.1,57.3,55.0,14.1,27.9,54.2,88.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
229,Jaipur,,India,134.1,64.4,64.3,72.9,18.4,8.7,42.1,61.1,57.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
230,Ahmedabad,,India,133.1,81.1,68.5,67.8,20.2,7.1,39.9,72.2,49.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
231,Shanghai,,China,132.9,109.9,73.6,67.8,39.3,31.0,45.1,68.0,83.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
232,Sarajevo,,Bosnia And Herzegovina,132.5,75.5,56.0,59.1,43.4,14.1,26.9,65.2,78.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
233,Los Angeles,CA,United States,131.9,110.2,46.1,61.9,81.8,9.7,57.1,68.3,95.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
234,Athens,,Greece,131.8,73.9,45.0,58.4,56.5,14.1,37.1,55.6,95.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
235,Astana (Nur-Sultan),,Kazakhstan,131.0,71.7,66.7,67.3,31.8,7.4,35.4,55.1,21.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
236,Noida,,India,129.3,129.9,44.3,67.5,20.1,6.6,44.4,91.1,58.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
237,Chisinau,,Moldova,128.7,66.6,58.6,51.7,38.1,13.0,28.8,63.5,76.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
238,Hong Kong,,Hong Kong (China),128.4,102.4,78.3,66.5,73.9,33.6,41.9,66.3,83.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
239,Istanbul,,Turkey,127.7,69.9,51.9,70.1,45.3,10.6,50.7,67.3,93.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
240,Moscow,,Russia,127.7,93.8,64.9,67.9,55.0,20.9,50.5,54.7,55.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
241,Krasnodar,,Russia,126.7,66.6,66.1,50.3,44.1,12.2,51.8,55.2,78.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
242,Belo Horizonte,,Brazil,126.7,55.0,40.6,64.4,34.7,13.9,43.1,53.0,98.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
243,Yerevan,,Armenia,125.9,47.4,78.0,60.1,42.1,17.2,30.5,60.9,63.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
244,Belgrade,,Serbia,125.6,76.5,62.3,53.2,48.1,16.6,36.5,68.7,84.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
245,Thiruvananthapuram,,India,125.4,46.4,61.0,63.4,18.1,10.7,40.9,56.4,64.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
246,Milan,,Italy,124.7,82.4,46.1,69.9,73.5,18.0,35.9,68.1,88.1,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
247,Kharkiv,,Ukraine,124.5,62.0,52.8,49.2,26.0,8.5,38.2,56.9,65.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
248,Saint Petersburg,,Russia,124.4,82.5,62.5,61.6,45.5,15.0,49.1,60.9,60.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
249,Quito,,Ecuador,124.1,55.1,36.9,69.1,34.0,10.1,41.0,64.5,99.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
250,Kazan,,Russia,123.8,68.8,69.9,68.7,43.3,18.4,35.0,58.7,39.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
251,Amman,,Jordan,123.0,53.2,62.7,65.6,43.5,9.8,40.6,76.6,89.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
252,San Jose,,Costa Rica,122.7,54.3,44.1,62.9,57.7,9.6,63.3,48.5,99.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
253,Gurgaon,,India,122.5,116.2,45.9,65.1,23.5,11.6,37.0,90.8,59.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
254,Naples,,Italy,122.0,92.3,37.7,59.6,59.3,9.7,43.8,77.9,95.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
255,Porto Alegre,,Brazil,122.0,48.1,29.5,64.7,35.0,13.7,31.3,56.9,98.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
256,Tbilisi,,Georgia,121.5,50.2,74.0,55.4,37.6,15.1,38.0,71.9,84.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
257,Monterrey,,Mexico,121.0,62.5,52.1,68.8,49.6,16.2,31.9,70.9,80.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
258,Kiev (Kyiv),,Ukraine,120.9,68.3,54.4,58.3,32.0,12.4,43.2,64.6,70.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
259,Guadalajara,,Mexico,120.7,52.2,37.6,78.6,43.2,16.7,41.6,59.3,92.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
260,Medellin,,Colombia,120.4,41.0,45.9,78.9,37.1,19.4,37.8,62.5,99.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
261,Beijing,,China,120.4,105.3,74.6,70.4,37.6,29.9,43.2,76.7,57.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
262,Panama City,,Panama,120.0,53.1,53.5,60.9,47.7,12.6,32.8,61.9,67.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
263,Skopje,,North Macedonia,119.8,76.0,54.0,55.0,37.7,12.9,27.2,82.2,76.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
264,Buenos Aires,,Argentina,118.7,47.3,37.0,68.0,50.8,14.4,49.9,51.3,98.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
265,Baku,,Azerbaijan,116.2,49.0,70.0,48.2,32.6,16.5,37.9,74.1,91.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
266,Rostov-on-Don (Rostov-na-donu),,Russia,114.6,75.2,47.7,51.5,38.9,12.0,42.0,71.5,73.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
267,Odessa (Odesa),,Ukraine,114.6,52.0,45.2,51.4,29.4,13.1,36.6,62.1,79.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
268,Santiago,,Chile,112.6,61.8,35.9,65.7,43.4,16.5,36.9,70.7,90.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
269,Tunis,,Tunisia,110.6,40.9,51.2,56.0,30.6,14.0,37.0,74.0,93.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
270,Kolkata,,India,107.7,76.6,53.1,60.1,18.5,10.2,59.4,78.2,60.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
271,Bogota,,Colombia,106.4,55.0,33.4,66.0,35.7,15.6,51.4,69.4,97.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
272,Dnipro,,Ukraine,105.9,52.7,46.3,53.9,30.4,9.5,33.5,80.6,69.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
273,Pattaya,,Thailand,103.1,37.3,54.9,75.1,37.3,21.5,21.9,87.0,75.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
274,Yekaterinburg,,Russia,101.2,65.6,56.6,53.6,44.9,11.5,39.3,69.6,21.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
275,Sao Paulo,,Brazil,101.1,62.2,30.2,60.3,41.2,13.7,51.2,78.9,99.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
276,Davao,,Philippines,100.8,23.7,71.2,73.6,30.1,37.9,27.4,58.0,58.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
277,Lahore,,Pakistan,100.8,30.6,63.9,63.6,20.8,19.3,34.9,78.7,67.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
278,Almaty,,Kazakhstan,100.7,59.3,47.1,50.9,37.6,11.0,38.2,78.8,58.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
279,Casablanca,,Morocco,100.2,53.3,44.8,44.5,34.8,13.8,44.0,82.1,98.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
280,Mexico City,,Mexico,100.1,60.8,33.5,66.1,48.1,13.5,52.7,80.5,92.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
281,Novosibirsk,,Russia,98.4,65.9,54.7,56.1,42.0,13.3,40.9,67.6,16.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
282,Nairobi,,Kenya,98.4,41.1,40.9,63.2,32.1,14.0,53.2,79.8,99.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
283,Tirana,,Albania,97.8,53.3,59.9,47.3,48.5,18.8,38.4,87.5,86.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
284,Lima,,Peru,92.5,53.3,29.9,58.8,34.9,14.5,51.2,84.4,97.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
285,Santo Domingo,,Dominican Republic,91.9,46.8,33.2,54.5,40.7,13.3,35.5,79.1,67.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
286,Delhi,,India,90.9,78.3,41.0,65.8,21.1,15.8,57.5,90.4,58.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
287,Bangkok,,Thailand,90.5,50.5,61.8,77.3,41.4,32.8,44.4,77.7,58.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
288,Recife,,Brazil,90.0,40.7,25.0,64.5,31.9,17.8,46.9,69.9,79.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
289,Beirut,,Lebanon,89.9,36.7,53.3,64.9,52.3,21.7,39.3,93.6,94.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
290,Alexandria,,Egypt,89.6,22.7,54.9,45.4,19.4,22.4,46.3,74.2,95.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
291,Mumbai,,India,89.0,70.8,56.1,65.5,24.9,31.8,55.2,83.3,71.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
292,Hanoi,,Vietnam,88.1,53.6,66.2,56.9,27.8,39.6,27.7,89.0,79.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
293,Kathmandu,,Nepal,85.6,41.6,63.6,55.6,22.7,32.3,35.2,95.7,92.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
294,Rio de Janeiro,,Brazil,82.9,45.2,24.6,46.3,35.8,21.1,51.2,67.7,88.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
295,Ho Chi Minh City,,Vietnam,80.0,49.9,50.1,62.9,28.3,31.0,32.1,92.1,63.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
296,Cairo,,Egypt,78.3,26.7,50.2,46.4,22.3,18.0,49.6,90.6,88.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
297,Caracas,,Venezuela,78.0,19.6,18.5,38.7,46.3,18.3,33.2,72.5,99.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
298,Jakarta,,Indonesia,77.1,46.9,47.3,57.2,27.8,23.5,53.5,84.6,63.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
299,Karachi,,Pakistan,76.1,27.5,42.5,57.6,21.2,20.1,42.1,89.6,71.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
300,Cebu,,Philippines,73.5,35.0,51.1,60.7,31.4,33.0,36.0,84.5,60.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
301,Tehran,,Iran,69.8,26.4,42.8,53.3,22.7,24.9,52.9,80.3,71.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
302,Colombo,,Sri Lanka,62.9,22.3,56.9,70.8,33.4,49.5,59.5,59.7,59.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
303,Dhaka,,Bangladesh,61.4,40.4,37.5,40.2,25.4,18.0,60.2,94.0,71.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
304,Manila,,Philippines,55.7,40.5,35.4,62.5,33.3,35.2,50.7,89.5,61.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
305,Lagos,,Nigeria,0.0,9.8,31.0,46.8,25.8,102.6,68.3,88.7,60.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code
