source_rank,city,state,country,region,latitude,longitude,numbeo_quality_of_life_index,purchasing_power_index,safety_index,healthcare_index,cost_of_living_index,property_price_to_income_ratio,traffic_commute_index,pollution_index,climate_index,is_required_city,source_period,source_url,source_note,purchasing_power_score,safety_score,healthcare_score,climate_score,affordability_score,housing_affordability_score,low_pollution_score,low_traffic_score,personalization_adjustment,practical_score,daily_life_score,food_scene_score,culture_score,outdoors_score,transit_score,airport_score,nightlife_score,friendliness_score,pace_of_life,baseline_lifestyle_score,data_quality,method_version,lifestyle_score,lifestyle_fit_score
1.0,The Hague (Den Haag),,Netherlands,Europe,52.0667,4.3167,234.5,168.5,78.9,82.6,74.1,6.1,20.5,17.9,90.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,82.31327800829875,86.07954545454545,90.51546391752575,89.13551401869158,45.660377358490564,95.92445328031809,93.50961538461539,90.8745247148289,85.07391675182414,227.3,88.7,78.0,86.4,65.8,82.7,85.4,77.7,,slow,81.0,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,81.0,169.0
2.0,Eindhoven,,Netherlands,Europe,51.4333,5.5,219.6,154.9,77.6,75.4,70.4,7.2,23.5,20.7,85.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,75.25933609958506,84.23295454545453,75.67010309278352,83.06074766355141,49.15094339622641,94.83101391650099,90.14423076923077,85.17110266159696,80.62124582574756,214.1,68.4,66.0,68.1,31.6,41.5,87.4,57.8,,slow,59.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,59.3,63.5
3.0,Rotterdam,,Netherlands,Europe,51.9167,4.4833,218.9,155.3,70.4,79.8,73.5,5.8,21.3,23.8,87.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,75.46680497925313,74.00568181818183,84.7422680412371,85.98130841121495,46.22641509433962,96.22266401590457,86.41826923076923,89.35361216730038,80.4255253370478,213.4,80.7,73.7,76.6,53.0,90.5,82.6,71.7,,slow,75.6,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,75.6,142.3
4.0,Stuttgart,,Germany,Europe,48.7667,9.1833,216.9,191.8,66.0,76.6,69.5,6.5,25.2,36.8,81.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,94.39834024896267,67.75568181818181,78.1443298969072,78.03738317757009,50.0,95.52683896620279,70.79326923076923,81.93916349809885,78.44541289421512,210.0,84.1,73.2,84.7,57.7,95.9,89.4,79.1,,slow,80.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,80.4,166.0
5.0,Utrecht,,Netherlands,Europe,52.1,5.1167,214.4,159.7,73.5,79.2,76.1,7.4,24.7,29.4,87.2,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,77.74896265560164,78.4090909090909,83.50515463917526,85.16355140186916,43.77358490566038,94.63220675944333,79.6875,82.88973384030419,79.37866909741473,209.8,77.9,69.3,76.0,55.4,84.9,88.3,59.4,,slow,73.2,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,73.2,130.4
6.0,Luxembourg,,Luxembourg,Europe,49.6116,6.1319,214.0,167.8,71.5,72.4,79.1,10.1,25.9,21.6,82.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,81.95020746887968,75.56818181818181,69.48453608247424,79.7897196261682,40.943396226415096,91.94831013916502,89.0625,80.6083650190114,77.39834259064929,207.2,69.6,63.4,67.2,51.1,66.2,87.0,57.6,,slow,65.6,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,65.6,93.2
7.0,Stavanger,,Norway,Europe,58.9667,5.75,213.8,162.0,75.1,71.8,89.6,5.6,32.3,19.8,80.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,78.94190871369294,80.68181818181817,68.24742268041236,76.75233644859813,31.037735849056617,96.42147117296223,91.22596153846153,68.44106463878327,75.8148486482321,205.1,75.8,61.8,72.1,62.1,55.7,82.6,52.9,,slow,66.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,66.5,97.4
8.0,Gothenburg,,Sweden,Europe,57.7089,11.9746,213.5,177.5,54.2,69.9,66.5,6.6,24.3,19.5,77.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,86.98132780082987,50.99431818181819,64.3298969072165,73.83177570093457,52.83018867924528,95.42743538767395,91.58653846153847,83.65019011406844,75.32490997689536,204.4,75.6,71.9,70.9,56.1,75.6,79.5,61.2,,slow,70.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,70.4,116.6
9.0,Bergen,,Norway,Europe,60.3833,5.3333,212.6,152.6,75.9,75.2,93.3,6.6,26.2,20.6,78.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,74.06639004149376,81.81818181818183,75.25773195876289,75.35046728971962,27.547169811320757,95.42743538767395,90.26442307692308,80.03802281368822,76.31010594662986,205.1,70.9,61.1,71.2,58.7,81.9,84.8,54.0,,slow,69.0,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,69.0,109.6
10.0,Copenhagen,,Denmark,Europe,55.6761,12.5683,211.8,156.9,74.1,76.5,83.7,9.7,26.9,22.5,83.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,76.29668049792532,79.26136363636363,77.9381443298969,81.07476635514018,36.60377358490565,92.34592445328032,87.98076923076923,78.70722433460077,77.46980138942367,206.1,89.4,85.3,91.4,54.0,96.0,92.9,91.0,,slow,85.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,85.3,190.2
11.0,Gent,,Belgium,Europe,51.0333,3.7,210.5,152.9,75.0,80.2,71.4,6.2,25.2,35.8,88.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,74.22199170124482,80.53977272727273,85.56701030927834,86.91588785046729,48.20754716981131,95.82504970178927,71.99519230769232,81.93916349809885,79.3962966256042,207.8,85.5,70.4,77.0,70.8,71.3,76.6,63.2,,slow,74.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,74.5,136.8
12.0,Nuremberg,,Germany,Europe,49.45,11.0833,210.3,176.1,66.3,64.0,68.6,7.1,25.3,27.2,77.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,86.25518672199169,68.18181818181817,52.16494845360824,73.83177570093457,50.84905660377359,94.93041749502981,82.33173076923077,81.74904942965779,75.18935824059318,202.5,82.7,73.8,83.1,56.6,84.1,82.9,74.7,,slow,76.9,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,76.9,148.7
13.0,Amsterdam,,Netherlands,Europe,52.3833,4.9,210.0,156.6,69.9,75.5,81.1,9.2,23.4,27.0,87.5,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,76.14107883817427,73.29545454545455,75.87628865979381,85.51401869158877,39.05660377358491,92.84294234592446,82.57211538461539,85.36121673003802,77.45564661797452,205.1,89.2,80.7,89.2,72.9,91.2,96.3,86.7,,slow,86.2,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,86.2,194.7
14.0,Groningen,,Netherlands,Europe,53.2167,6.5667,209.8,132.0,76.3,73.0,69.4,7.7,20.4,20.1,83.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,63.38174273858922,82.38636363636363,70.72164948453607,80.8411214953271,50.094339622641506,94.33399602385686,90.86538461538461,91.06463878326996,78.41608483470374,206.2,75.2,63.3,66.0,61.5,44.0,67.9,58.9,,slow,62.9,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,62.9,80.4
15.0,Frankfurt,,Germany,Europe,50.1167,8.6833,208.8,175.9,54.5,76.2,71.2,7.2,23.5,32.3,84.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,86.15145228215768,51.42045454545454,77.31958762886599,82.2429906542056,48.39622641509433,94.83101391650099,76.20192307692308,85.17110266159696,75.90577068799585,202.6,92.4,77.9,86.0,69.4,89.1,96.0,83.7,,slow,84.8,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,84.8,187.8
16.0,Munich,,Germany,Europe,48.1351,11.582,208.4,159.9,78.3,76.9,77.1,12.2,28.7,24.7,76.0,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,77.85269709543569,85.22727272727272,78.76288659793815,72.07943925233644,42.83018867924528,89.86083499005964,85.33653846153847,75.2851711026616,76.97451509390402,203.7,95.5,82.0,91.9,69.0,86.7,89.5,88.4,,slow,86.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,86.3,195.2
17.0,Bern,,Switzerland,Europe,46.95,7.4667,208.3,196.5,73.5,66.9,107.5,9.4,38.8,29.5,76.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,96.83609958506224,78.4090909090909,58.14432989690722,72.07943925233644,14.15094339622641,92.6441351888668,79.5673076923077,56.08365019011407,71.789937857859,197.3,77.0,67.9,76.4,54.4,79.5,65.7,63.1,,moderate,70.0,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,70.0,114.6
18.0,Zurich,,Switzerland,Europe,47.3667,8.5167,207.5,184.1,76.6,70.0,122.5,12.1,37.0,25.2,81.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,90.4045643153527,82.81249999999999,64.5360824742268,78.50467289719626,0.0,89.96023856858847,84.73557692307692,59.50570342205322,72.13003264910631,197.3,88.5,76.6,82.7,72.7,90.0,93.4,79.5,,moderate,83.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,83.3,180.3
19.0,Geneva,,Switzerland,Europe,46.2044,6.1432,207.3,182.8,70.5,69.9,115.0,12.7,32.6,24.2,82.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,89.73029045643153,74.14772727272727,64.3298969072165,79.7897196261682,7.075471698113205,89.3638170974155,85.9375,67.87072243346006,72.47609227179035,197.6,87.9,73.6,85.5,70.2,79.8,92.4,73.4,,slow,80.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,80.5,166.5
20.0,Trondheim,,Norway,Europe,63.4167,10.4167,206.8,147.5,78.5,75.8,90.4,6.4,31.0,19.7,66.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,71.42116182572614,85.51136363636364,76.49484536082473,61.21495327102804,30.283018867924525,95.62624254473161,91.34615384615385,70.91254752851711,73.96971475201944,199.2,69.9,60.5,70.4,48.7,68.1,77.0,52.3,,slow,64.1,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,64.1,86.1
21.0,Basel,,Switzerland,Europe,47.55,7.6,206.6,202.6,68.0,69.3,114.5,10.7,37.7,34.1,82.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,100.0,70.5965909090909,63.09278350515463,80.02336448598129,7.547169811320757,91.35188866799204,74.03846153846153,58.17490494296577,71.58110858924991,196.2,82.8,69.6,79.9,74.2,85.0,88.1,64.8,,moderate,78.2,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,78.2,155.1
22.0,Lausanne,,Switzerland,Europe,46.5333,6.65,205.7,188.4,71.0,70.3,110.9,12.1,33.3,26.8,73.3,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,92.63485477178423,74.85795454545455,65.15463917525773,68.9252336448598,10.94339622641509,89.96023856858847,82.8125,66.53992395437263,71.5017881652076,195.6,77.4,67.2,72.1,55.1,83.2,75.6,62.8,,slow,71.0,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,71.0,119.5
23.0,Dusseldorf,,Germany,Europe,51.2167,6.7833,204.0,158.9,65.9,72.6,71.5,9.6,26.9,30.3,86.4,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,77.33402489626556,67.61363636363637,69.89690721649482,84.22897196261682,48.113207547169814,92.44532803180914,78.60576923076923,78.70722433460077,75.77560502105264,199.9,90.9,75.2,81.1,79.7,90.6,94.6,78.9,,slow,84.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,84.5,186.3
24.0,Gold Coast,,Australia,Oceania,-27.9833,153.3667,203.0,150.5,52.6,76.4,73.6,7.2,30.1,25.5,97.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,72.97717842323651,48.7215909090909,77.7319587628866,97.42990654205606,46.13207547169812,94.83101391650099,84.375,72.62357414448668,75.18021430653981,198.7,62.2,60.6,32.8,41.4,77.5,71.0,45.2,,slow,55.9,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,55.9,47.5
25.0,Canberra,,Australia,Oceania,-35.3333,149.1667,202.9,158.8,72.0,69.5,75.3,9.3,37.0,25.1,82.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,77.28215767634855,76.2784090909091,63.50515463917525,79.90654205607477,44.528301886792455,92.74353876739562,84.85576923076923,59.50570342205322,74.17109005648823,197.4,67.5,60.1,66.1,55.6,46.9,52.9,41.7,,slow,57.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,57.3,54.1
26.0,Hobart,,Australia,Oceania,-42.9167,147.3333,202.5,163.5,65.7,64.2,73.1,6.5,37.7,28.5,90.6,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,79.71991701244814,67.32954545454545,52.57731958762887,89.13551401869158,46.60377358490566,95.52683896620279,80.76923076923077,58.17490494296577,73.56929520625631,196.4,64.3,58.8,55.6,53.5,41.1,63.3,42.9,,slow,54.8,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,54.8,42.3
27.0,Liverpool,,United Kingdom,Europe,53.3833,-3.0,202.3,149.0,52.6,79.1,66.2,4.8,27.8,30.4,90.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,72.19917012448133,48.7215909090909,83.29896907216494,89.48598130841121,53.11320754716981,97.21669980119285,78.48557692307692,76.99619771863118,75.33291144758073,198.5,76.4,67.1,68.7,44.5,76.0,84.8,62.5,,moderate,68.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,68.5,107.2
28.0,Vienna,,Austria,Europe,48.2082,16.3738,200.9,131.0,70.5,79.7,75.1,16.3,23.0,15.8,81.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,62.8630705394191,74.14772727272727,84.5360824742268,78.85514018691589,44.716981132075475,85.78528827037773,96.03365384615384,86.12167300380227,76.38852298604183,199.0,98.7,85.4,97.0,79.8,94.6,91.0,90.2,,slow,91.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,91.4,220.4
29.0,Adelaide,,Australia,Oceania,-34.9333,138.6,200.6,148.8,67.0,72.4,73.4,9.9,38.2,25.1,95.0,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,72.09543568464731,69.17613636363636,69.48453608247424,94.27570093457943,46.32075471698113,92.14711729622266,84.85576923076923,57.22433460076044,74.94269800496137,197.1,79.3,67.9,68.6,58.1,69.9,81.1,59.2,,moderate,69.6,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,69.6,112.6
30.0,Helsinki,,Finland,Europe,60.1667,24.9667,200.5,124.4,74.8,80.1,73.6,11.6,24.6,12.5,62.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,59.43983402489628,80.25568181818181,85.36082474226802,56.65887850467289,46.13207547169812,90.4572564612326,100.0,83.07984790874524,74.47902243361868,196.5,88.7,79.4,94.5,76.6,95.5,88.0,89.5,,slow,87.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,87.4,200.6
31.0,Edinburgh,,United Kingdom,Europe,55.95,-3.2,200.1,135.3,69.5,75.9,72.1,8.0,26.6,28.0,84.0,True,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,65.09336099585063,72.72727272727273,76.70103092783506,81.4252336448598,47.54716981132076,94.03578528827038,81.3701923076923,79.27756653992395,75.48184385711524,197.5,85.9,78.8,85.6,57.6,74.2,89.8,80.2,,moderate,78.6,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,78.6,157.1
32.0,Perth,,Australia,Oceania,-31.9333,115.8333,199.2,158.1,57.8,72.0,73.1,7.0,40.9,28.2,95.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,76.91908713692945,56.10795454545454,68.65979381443297,95.09345794392523,46.60377358490566,95.02982107355865,81.1298076923077,52.091254752851704,73.32101108942999,194.4,79.4,67.5,63.2,71.4,70.2,82.7,59.5,,moderate,70.9,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,70.9,119.0
33.0,Hamburg,,Germany,Europe,53.55,10.0,198.3,154.6,59.2,74.3,71.3,9.8,30.5,27.3,82.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,75.10373443983403,58.09659090909092,73.40206185567008,80.02336448598129,48.301886792452834,92.2465208747515,82.21153846153845,71.86311787072243,73.39839210448704,194.0,92.6,79.8,91.6,73.8,94.7,90.1,89.4,,moderate,87.5,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,87.5,201.1
34.0,Cork,,Ireland,Europe,51.9,-8.4667,198.3,151.9,62.9,55.9,72.1,4.7,34.1,25.8,89.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,73.70331950207469,63.35227272727272,35.463917525773184,88.20093457943923,47.54716981132076,97.31610337972167,84.01442307692308,65.0190114068441,71.59034671036235,191.8,67.7,61.4,59.2,24.5,36.7,82.1,57.9,,slow,54.8,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,54.8,42.3
35.0,Reykjavik,,Iceland,Europe,64.15,-21.95,198.2,121.3,75.4,69.6,100.2,8.1,20.5,15.6,68.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,57.831950207468886,81.10795454545455,63.711340206185554,63.668224299065415,21.037735849056602,93.93638170974155,96.27403846153847,90.8745247148289,71.67144053742052,191.9,74.8,71.2,81.3,44.7,45.4,73.4,66.8,,slow,65.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,65.4,92.2
36.0,Ottawa,,Canada,North America,45.4167,-75.7,197.9,165.6,68.8,68.2,61.4,5.9,33.1,24.3,44.5,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,80.8091286307054,71.73295454545455,60.824742268041234,35.2803738317757,57.64150943396227,96.12326043737575,85.8173076923077,66.92015209125475,69.7122287653533,189.3,81.1,69.6,69.2,53.6,83.1,80.1,57.8,,moderate,71.3,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,71.3,121.0
37.0,Brisbane,,Australia,Oceania,-27.5,153.0167,197.8,160.5,61.8,71.2,69.3,8.2,42.7,32.9,98.1,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,78.16390041493776,61.78977272727272,67.0103092783505,97.89719626168223,50.18867924528302,93.83697813121273,75.48076923076923,48.66920152091253,73.88807305779734,194.4,80.7,71.1,69.8,54.7,77.3,85.3,59.7,,moderate,71.6,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,71.6,122.5
38.0,Glasgow,,United Kingdom,Europe,55.85,-4.2667,197.6,146.7,55.1,78.4,67.9,5.0,28.3,33.4,84.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,71.00622406639003,52.27272727272726,81.85567010309279,82.35981308411215,51.50943396226415,97.01789264413519,74.8798076923077,76.04562737642586,73.82755247351375,194.2,82.1,73.0,73.1,48.0,79.4,87.1,70.0,,moderate,73.2,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,73.2,130.4
39.0,Christchurch,,New Zealand,Oceania,-43.5833,172.6,197.2,133.5,55.3,70.2,59.4,6.9,23.4,25.5,88.8,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,64.1597510373444,52.55681818181818,64.94845360824742,87.03271028037382,59.528301886792455,95.12922465208747,84.375,85.36121673003802,74.25307284525137,194.5,67.7,61.5,59.1,53.4,49.6,77.8,38.1,,slow,58.7,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,58.7,60.7
40.0,Newcastle upon Tyne,,United Kingdom,Europe,54.9783,-1.6178,196.7,157.3,60.7,77.2,66.8,8.2,33.1,36.9,85.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,76.50414937759336,60.22727272727273,79.38144329896907,83.41121495327103,52.54716981132076,93.83697813121273,70.67307692307693,66.92015209125475,74.04912649086464,194.0,80.8,70.8,65.5,50.0,80.4,85.7,63.4,,moderate,71.1,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,71.1,120.0
41.0,Tucson,AZ,United States,North America,32.2167,-110.9667,196.6,178.5,45.8,61.3,62.3,3.7,33.1,29.9,72.7,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,87.5,39.06249999999999,46.59793814432989,68.22429906542055,56.79245283018869,98.31013916500994,79.08653846153847,66.92015209125475,68.90424888729575,187.6,51.3,49.6,55.8,55.6,49.2,76.2,30.2,,moderate,52.4,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,52.4,31.0
42.0,Graz,,Austria,Europe,47.0833,15.3667,196.1,145.0,72.5,77.1,69.6,7.3,28.6,37.6,73.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,70.12448132780082,76.98863636363636,79.17525773195875,69.62616822429906,49.905660377358494,94.73161033797217,69.83173076923077,75.47528517110266,74.15942784302133,193.8,78.8,66.4,75.5,67.0,71.1,73.4,65.7,,slow,71.7,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,71.7,123.0
43.0,Villach,,Austria,Europe,46.6167,13.85,196.0,131.5,71.4,69.3,65.0,7.5,16.0,34.9,75.9,False,current_rolling,https://www.numbeo.com/quality-of-life/rankings_current.jsp,dataset_2_numbeo_current_quality_of_life_rankings; sourced from Numbeo current rolling city rankings page; not automated scraper in project code,63.12240663900416,75.42613636363636,63.09278350515463,71.96261682242991,54.24528301886792,94.53280318091451,73.07692307692308,99.4296577946768,74.74105919045998,194.5,56.1,51.5,52.5,45.0,50.1,62.0,47.1,,slow,52.0,partial_daily_life_food_nightlife_culture_outdoors_transit_airport_pace,free_proxy_v1,52.0,29.1
